CGPA,Internships,Projects,Certifications,Aptitude_Score,Technical_Skill,Coding_Skill,Communication_Skill,Soft_Skill,Backlogs,Extracurricular_Score,Leadership_Score,LinkedIn_GitHub_Activity,Placement_Training,Gender,Branch,Placed,Package_LPA
7.36,2,1,2,72.2,4.9,5.3,6.0,6.1,2,5.5,2.6,3.0,No,Female,CSM (AI/ML),1,7.78
5.78,3,3,1,49.9,4.6,1.0,8.8,4.7,1,3.3,6.8,4.5,Yes,Male,CSE,0,0.0
8.56,0,1,2,67.2,6.3,6.3,7.8,4.8,0,2.8,4.1,7.4,No,Female,EEE,1,9.49
6.67,1,3,3,60.2,5.0,6.3,6.8,6.3,1,7.0,1.8,6.6,Yes,Male,CSE,0,0.0
6.59,1,0,0,43.6,9.4,9.5,9.2,6.4,3,4.6,5.4,5.4,No,Male,EEE,1,13.86
7.6,0,4,2,59.7,5.2,5.8,6.2,6.0,0,7.5,6.3,8.2,Yes,Male,ECE,1,8.64
8.55,1,3,4,69.3,4.3,7.8,7.1,7.7,2,4.4,3.0,7.8,Yes,Male,EEE,1,9.46
6.38,2,1,1,84.6,4.8,7.0,6.9,5.0,0,8.1,4.4,7.0,No,Female,CSM (AI/ML),0,0.0
7.46,1,2,2,88.3,6.2,4.7,7.1,7.7,1,3.6,3.1,2.5,No,Female,CSE,0,0.0
7.83,1,2,1,52.9,6.4,6.5,5.3,6.2,0,8.4,7.6,7.0,Yes,Female,CSE,1,9.44
8.09,4,1,6,52.0,6.7,5.5,5.9,7.5,1,5.8,4.1,4.7,No,Male,EEE,0,0.0
7.58,3,4,0,62.6,7.7,4.5,5.2,5.4,1,6.3,3.5,4.3,Yes,Female,ECE,1,11.37
7.03,0,2,1,53.3,3.5,4.8,7.0,7.4,1,3.5,4.9,3.6,No,Male,ECE,0,0.0
6.57,1,2,2,81.4,7.7,4.6,6.4,5.2,0,7.0,4.6,4.8,Yes,Male,CSM (AI/ML),1,7.69
7.49,1,2,2,63.6,4.7,5.8,3.6,8.6,1,7.0,6.4,3.8,Yes,Female,MECH,0,0.0
6.33,1,1,4,62.9,6.8,5.8,7.2,6.2,1,4.9,7.6,5.6,No,Female,IT,1,9.57
4.5,0,2,0,72.3,9.0,4.8,6.7,5.7,1,1.2,7.6,4.8,Yes,Female,CSM (AI/ML),0,0.0
7.84,2,3,2,64.6,4.9,5.4,9.0,4.7,1,3.3,4.2,5.7,Yes,Male,EEE,1,8.93
8.3,1,2,1,66.9,4.9,2.2,7.8,6.5,0,3.3,5.6,6.5,No,Female,CSE,0,0.0
5.04,1,1,2,66.2,4.6,3.9,8.1,6.1,1,6.4,8.1,4.5,No,Female,MECH,0,0.0
6.39,1,0,0,59.7,5.7,5.2,4.7,4.4,1,4.6,8.2,3.5,No,Male,CSM (AI/ML),0,0.0
8.02,1,3,0,47.6,8.2,9.0,8.1,5.3,1,4.6,3.2,0.6,No,Female,ECE,1,15.53
9.46,1,2,1,90.1,4.4,7.0,6.1,3.6,1,4.4,6.2,7.0,No,Male,CSE,1,9.29
7.42,0,0,3,47.5,5.4,3.9,5.4,4.7,0,8.4,5.9,5.4,Yes,Male,CIVIL,0,0.0
6.67,1,3,3,88.5,7.8,8.9,2.9,6.1,0,5.6,6.9,4.8,Yes,Female,CSE,1,14.77
7.22,0,1,0,67.5,7.2,5.8,8.4,6.8,0,5.9,7.6,7.9,Yes,Male,IT,1,8.98
8.77,1,5,2,52.4,5.4,3.6,6.0,5.8,1,4.3,2.8,2.2,Yes,Male,CSE,0,0.0
6.75,0,3,2,70.9,5.9,5.7,6.2,7.0,1,5.4,3.5,5.3,Yes,Male,CSM (AI/ML),0,0.0
6.6,4,4,1,74.6,7.7,7.7,6.9,5.0,0,3.5,6.9,3.0,No,Male,ECE,1,12.41
6.92,0,2,2,89.5,8.7,3.6,9.2,6.9,0,6.2,5.3,6.7,Yes,Male,CIVIL,1,7.46
6.45,3,0,3,40.9,8.9,3.8,6.1,6.2,1,3.2,0.3,0.1,No,Male,ECE,0,0.0
7.52,0,4,2,59.8,8.4,9.2,6.4,6.0,1,7.0,1.5,7.0,No,Male,CSE,1,14.93
9.02,3,1,1,84.0,5.1,6.4,7.9,6.3,0,4.0,6.4,7.0,Yes,Male,CIVIL,0,0.0
7.72,0,3,1,73.9,9.1,4.9,6.0,5.5,1,7.4,6.8,3.1,Yes,Male,ECE,1,11.2
7.15,0,3,0,69.8,5.0,5.6,5.2,4.2,0,9.3,2.2,5.4,No,Female,CSE,1,5.87
7.11,1,3,4,85.7,3.6,6.3,3.1,4.8,1,5.5,7.3,3.1,No,Female,ECE,0,0.0
5.84,0,0,1,59.1,6.4,5.4,8.4,4.3,0,8.1,4.6,6.2,No,Female,EEE,1,4.71
8.28,1,3,1,23.6,8.6,8.4,6.8,6.0,1,7.0,2.9,7.1,Yes,Male,EEE,1,13.18
7.32,1,5,2,56.1,7.3,6.0,7.2,7.3,0,2.6,3.8,2.9,No,Male,MECH,0,0.0
7.22,4,2,1,94.2,6.1,7.1,5.7,8.4,1,5.7,2.4,2.2,No,Female,CIVIL,1,12.29
10.0,0,4,1,66.8,6.7,6.0,7.4,5.7,0,6.5,3.7,7.7,Yes,Male,MECH,1,11.49
7.7,0,0,3,48.5,7.1,5.7,5.5,6.1,1,6.7,1.1,9.7,Yes,Female,ECE,0,0.0
6.65,2,2,2,83.3,6.4,7.5,6.6,8.9,0,5.9,4.8,6.3,No,Male,CSE,1,10.83
6.97,1,0,5,75.5,5.7,7.5,6.6,5.7,1,5.8,6.2,6.5,Yes,Male,MECH,0,0.0
8.55,2,2,1,64.4,5.0,2.7,8.1,5.4,2,5.5,2.2,4.4,No,Male,IT,0,0.0
7.51,1,2,2,71.4,6.4,5.8,7.4,6.1,0,5.8,5.0,5.6,No,Male,CSM (AI/ML),1,8.24
5.96,1,3,0,45.7,6.0,9.7,5.5,5.7,2,3.1,3.3,6.0,Yes,Male,ECE,1,11.05
8.32,0,4,5,56.2,6.2,5.0,7.3,5.4,0,5.0,6.4,4.8,No,Male,MECH,1,8.85
6.73,1,2,0,61.0,7.9,6.7,5.8,4.3,1,2.6,0.1,8.3,Yes,Female,EEE,0,0.0
9.27,1,1,1,79.6,5.8,8.2,5.2,8.5,0,4.5,6.5,5.6,Yes,Female,IT,1,13.23
8.48,0,3,1,53.2,5.9,3.7,7.2,7.1,1,4.3,1.2,5.9,No,Female,ECE,1,6.86
6.95,2,2,0,61.6,6.5,5.1,6.7,8.6,0,4.2,4.6,4.8,No,Female,ECE,1,10.27
8.68,0,5,3,85.1,10.0,2.8,4.6,7.6,0,3.4,3.5,5.1,Yes,Female,CSE,1,8.08
7.47,2,1,3,100.0,4.5,6.0,5.6,6.3,0,6.0,4.2,8.0,Yes,Male,CIVIL,1,7.25
8.25,0,4,1,48.1,7.9,6.5,7.5,4.0,1,4.9,1.8,5.5,Yes,Female,CSE,1,11.93
7.88,0,4,1,64.2,5.7,7.0,7.0,5.0,0,4.7,8.5,5.6,Yes,Male,IT,0,0.0
6.55,1,0,0,37.9,6.1,8.8,7.0,5.8,1,2.7,2.3,5.6,No,Female,CSE,1,9.57
6.76,1,2,5,61.8,4.1,5.9,9.2,5.0,2,4.9,2.5,4.4,Yes,Male,CSE,0,0.0
8.43,1,4,0,57.4,9.2,3.6,7.9,3.8,0,7.8,8.8,2.0,Yes,Female,ECE,1,10.38
7.07,1,0,1,82.0,6.6,4.1,6.2,5.1,1,7.8,5.7,8.8,Yes,Female,EEE,0,0.0
7.0,0,1,2,43.2,7.3,4.4,5.8,6.0,0,6.2,2.4,7.7,Yes,Male,CSM (AI/ML),0,0.0
6.44,0,1,2,41.0,3.8,6.2,5.4,8.5,1,4.9,4.7,8.1,Yes,Female,CSM (AI/ML),0,0.0
7.82,1,3,3,86.3,5.2,10.0,5.7,5.4,0,6.6,4.5,2.7,Yes,Female,ECE,1,12.85
9.46,2,1,0,51.9,6.9,5.7,4.0,7.2,1,4.2,1.5,8.5,Yes,Female,IT,0,0.0
6.33,1,1,1,65.2,5.9,8.4,4.6,4.9,0,4.9,3.4,9.7,Yes,Female,IT,1,10.13
7.42,3,3,3,66.7,6.9,5.6,7.4,6.0,0,4.0,4.9,7.6,Yes,Female,CSM (AI/ML),1,13.5
8.81,1,2,0,49.4,9.6,3.6,8.7,6.3,1,7.3,7.7,9.0,Yes,Male,EEE,0,0.0
7.32,1,6,2,49.4,7.0,4.2,6.5,8.5,1,7.1,4.6,7.0,Yes,Male,MECH,1,7.31
7.85,0,4,1,80.0,5.5,4.4,5.3,2.6,1,5.4,4.8,3.3,Yes,Male,EEE,1,3.37
6.34,2,1,0,72.8,5.2,5.6,1.3,5.2,1,9.0,3.3,6.4,Yes,Male,CSE,0,0.0
7.83,1,1,2,61.7,5.0,6.6,9.0,6.6,2,6.3,7.3,2.9,Yes,Male,ECE,0,0.0
7.21,1,1,5,59.8,5.5,4.5,4.4,6.9,1,6.2,6.9,3.8,Yes,Male,MECH,0,0.0
8.39,0,3,1,67.1,5.6,7.3,4.2,4.7,2,6.0,6.7,5.9,Yes,Male,CSE,1,8.36
8.59,0,6,3,68.1,6.4,7.8,6.0,6.2,1,3.0,5.2,5.6,Yes,Male,CSM (AI/ML),1,12.05
9.99,2,3,2,82.2,7.0,5.3,6.3,6.3,0,3.7,1.6,6.3,No,Female,CSE,0,0.0
7.98,1,2,2,61.7,6.9,7.5,6.4,8.4,0,5.4,7.3,1.1,Yes,Male,CIVIL,1,12.16
7.73,2,1,2,69.1,6.4,2.1,5.1,6.6,0,5.4,5.1,4.8,No,Male,CIVIL,0,0.0
7.59,0,0,3,73.5,6.5,1.3,7.0,6.1,1,6.7,4.4,6.5,Yes,Male,CSE,0,0.0
7.05,2,1,0,73.8,10.0,7.4,5.6,5.3,0,4.2,5.9,6.9,Yes,Male,MECH,1,12.72
7.74,2,2,0,85.2,5.0,5.0,5.7,7.2,0,5.6,5.5,7.1,Yes,Female,CSM (AI/ML),1,9.59
7.1,0,2,1,61.8,6.1,10.0,6.0,5.9,0,5.7,2.8,5.8,Yes,Female,EEE,1,13.89
7.57,0,1,3,52.9,3.3,5.6,5.4,5.5,0,5.8,4.3,4.3,Yes,Male,ECE,0,0.0
8.72,1,3,0,56.3,5.6,3.9,4.5,4.9,2,5.5,1.0,6.4,Yes,Male,ECE,0,0.0
6.39,1,1,1,72.3,4.8,9.0,4.6,5.9,0,2.7,5.2,4.5,Yes,Male,CIVIL,1,11.9
8.54,1,0,0,60.3,5.0,7.0,4.7,7.3,1,1.0,7.8,7.3,No,Female,EEE,0,0.0
8.72,1,2,4,98.6,4.3,8.7,7.1,5.6,0,3.6,1.2,6.2,Yes,Female,CSE,1,11.05
7.28,2,6,1,62.2,4.0,4.7,7.0,6.3,0,4.4,5.3,5.1,Yes,Male,CSE,0,0.0
5.28,2,1,1,46.7,6.4,6.5,6.0,5.5,0,3.1,6.4,3.4,No,Female,IT,0,0.0
6.79,1,2,0,67.2,7.3,4.1,6.1,6.5,0,5.4,6.7,7.8,Yes,Male,CSE,0,0.0
8.7,0,1,3,86.6,5.0,2.5,8.2,6.4,0,7.7,3.4,6.5,Yes,Female,MECH,1,4.26
7.38,2,3,3,48.9,3.0,7.2,7.2,5.2,2,7.0,2.7,10.0,Yes,Male,ECE,1,8.0
6.4,1,1,2,48.5,6.4,4.9,8.7,7.5,3,6.4,3.8,6.4,Yes,Male,CSE,0,0.0
6.9,1,1,1,59.0,7.0,3.9,5.5,4.3,1,7.5,7.5,6.6,Yes,Male,MECH,1,2.77
8.24,2,2,3,51.7,7.3,3.2,4.7,7.9,0,3.7,1.4,1.8,No,Male,CIVIL,0,0.0
7.95,2,3,2,40.4,4.6,6.1,7.9,6.8,1,4.6,2.4,5.9,No,Female,CSE,0,0.0
7.16,2,1,3,37.3,5.2,5.9,6.4,7.1,2,6.7,4.0,4.5,Yes,Female,CSE,0,0.0
7.03,2,4,2,65.7,4.4,4.9,5.2,4.0,0,4.6,3.0,7.1,Yes,Male,CIVIL,0,0.0
7.01,1,3,0,73.4,5.0,4.5,7.1,6.2,0,4.7,4.9,6.0,Yes,Male,ECE,0,0.0
6.48,0,3,2,50.8,4.9,7.3,5.3,8.4,0,9.2,8.0,7.5,Yes,Male,EEE,0,0.0
9.02,0,4,2,60.9,5.4,1.1,7.4,6.1,0,5.7,2.5,10.0,No,Male,CSM (AI/ML),0,0.0
7.08,1,2,2,65.0,5.8,7.0,7.1,6.5,0,9.0,4.7,3.4,Yes,Male,CSM (AI/ML),0,0.0
8.62,0,3,3,44.3,6.4,6.7,6.1,4.7,0,1.9,5.0,7.4,Yes,Male,CSM (AI/ML),1,8.23
8.92,0,3,1,75.7,4.8,3.5,3.9,4.3,0,4.2,4.3,6.8,Yes,Female,ECE,1,7.13
8.4,0,4,1,65.4,6.0,2.1,5.0,6.6,0,6.3,1.7,9.8,No,Female,CSE,1,4.51
6.97,1,2,1,70.4,4.7,6.9,8.7,5.4,2,5.7,3.7,6.8,Yes,Male,EEE,1,5.6
7.8,1,4,2,72.9,3.4,3.6,9.0,5.5,0,1.4,3.7,6.6,No,Female,ECE,1,4.41
7.38,2,2,2,100.0,7.1,8.8,10.0,6.4,1,5.0,6.3,7.2,No,Female,CIVIL,1,13.23
6.5,1,3,1,45.6,5.1,9.8,7.0,7.3,0,10.0,5.9,7.3,Yes,Male,IT,0,0.0
7.72,0,6,0,47.7,3.4,6.6,4.8,7.0,0,6.0,1.7,8.5,Yes,Male,CIVIL,0,0.0
6.22,1,1,2,88.9,7.1,5.6,8.4,6.4,0,6.7,4.2,3.3,Yes,Female,ECE,1,7.54
8.59,0,0,0,72.4,5.8,5.4,6.0,7.5,0,4.2,3.9,4.3,Yes,Female,CSM (AI/ML),0,0.0
6.94,0,1,0,63.1,6.9,2.6,5.4,7.8,0,6.0,9.1,9.2,No,Male,CSM (AI/ML),0,0.0
7.6,0,2,2,54.4,6.9,5.3,6.9,6.1,0,5.5,5.6,0.7,No,Female,EEE,1,8.55
7.68,2,0,0,58.3,4.4,4.9,9.2,8.6,0,7.7,2.7,5.0,Yes,Male,EEE,0,0.0
7.14,1,4,0,58.6,7.7,4.6,6.2,4.8,0,7.7,3.4,5.5,Yes,Male,CSE,0,0.0
7.99,1,3,1,38.1,3.3,6.5,6.4,4.2,1,6.3,4.2,4.8,No,Female,IT,0,0.0
6.93,1,3,1,77.6,5.6,6.0,4.1,8.2,0,5.6,5.8,8.8,No,Female,CSE,0,0.0
8.27,1,1,3,29.8,5.5,7.3,6.6,5.3,1,2.1,6.0,6.3,No,Female,ECE,0,0.0
6.05,1,1,0,48.4,5.0,5.0,7.4,2.6,0,2.1,5.4,4.3,Yes,Female,ECE,0,0.0
7.53,1,1,3,55.1,8.2,6.9,6.3,5.8,0,5.7,4.6,3.7,Yes,Male,ECE,1,12.37
9.34,1,6,1,96.3,6.7,5.8,6.4,8.0,2,7.2,4.7,5.8,Yes,Male,ECE,1,12.0
6.4,2,0,2,60.4,3.9,6.9,6.7,5.9,0,8.2,4.7,7.9,Yes,Male,CSE,0,0.0
6.72,2,2,0,67.1,4.2,5.7,4.8,3.8,0,3.7,1.3,5.5,No,Male,IT,0,0.0
7.91,1,3,1,48.0,9.6,9.2,3.0,5.9,2,2.5,4.9,4.9,Yes,Female,IT,1,15.07
7.58,2,6,1,75.9,5.4,1.2,6.2,6.0,0,7.4,3.8,3.6,No,Male,ECE,0,0.0
7.75,0,4,1,100.0,4.9,7.0,6.1,5.8,0,3.9,1.5,6.1,No,Male,CSE,0,0.0
7.89,3,2,6,69.9,8.1,7.4,7.3,5.3,0,2.3,10.0,5.9,Yes,Female,CSE,1,15.84
8.03,2,1,2,56.6,3.4,3.4,10.0,5.4,1,4.5,5.7,3.5,No,Male,CSE,0,0.0
8.51,0,2,1,29.5,8.4,9.3,8.3,7.3,0,4.5,5.0,7.6,Yes,Male,ECE,0,0.0
7.81,3,2,2,73.1,4.9,5.8,3.3,5.5,1,8.1,4.2,9.1,Yes,Female,ECE,0,0.0
7.16,0,1,4,46.2,7.0,5.6,10.0,6.5,1,7.2,6.5,5.3,No,Female,CSM (AI/ML),0,0.0
8.07,1,1,1,49.9,5.4,6.5,7.4,6.5,0,4.0,2.6,5.9,No,Female,ECE,0,0.0
9.3,0,2,1,76.9,3.7,7.5,6.0,5.4,2,8.3,4.3,2.7,No,Female,CIVIL,0,0.0
7.27,1,4,2,54.4,6.5,6.1,8.6,5.2,2,5.8,3.0,6.9,No,Male,CSE,1,8.17
6.43,2,1,1,60.5,7.7,6.0,2.6,6.4,1,7.6,6.5,6.3,No,Male,ECE,0,0.0
8.51,0,0,1,74.0,2.4,7.4,5.6,4.0,0,8.2,3.3,4.4,Yes,Male,EEE,1,5.5
7.28,1,4,1,50.7,4.4,7.6,6.7,9.1,1,5.0,7.3,3.5,No,Female,IT,1,9.99
5.23,3,5,0,41.4,8.2,6.4,6.5,5.5,1,6.6,4.8,9.4,Yes,Male,MECH,1,8.45
8.25,1,2,1,69.4,6.8,2.9,8.7,5.8,1,4.7,6.6,6.1,Yes,Female,ECE,0,0.0
6.86,0,1,1,74.1,6.9,3.9,8.2,7.3,0,7.4,5.8,3.1,Yes,Male,MECH,0,0.0
7.31,2,3,0,52.8,7.7,7.9,7.4,6.1,1,5.7,7.2,7.2,No,Female,IT,1,12.65
7.73,0,1,3,52.0,6.9,5.3,6.0,5.7,0,7.4,3.0,5.7,Yes,Male,CIVIL,0,0.0
7.59,1,3,2,44.4,6.4,4.7,7.8,4.4,0,8.5,6.9,5.3,Yes,Female,CSE,0,0.0
8.11,0,0,4,73.4,8.0,6.6,5.5,6.4,2,6.6,1.1,7.5,No,Female,ECE,0,0.0
6.96,2,0,0,92.7,5.6,6.4,7.6,5.5,0,5.3,5.1,0.0,Yes,Female,MECH,0,0.0
7.91,2,3,0,76.9,6.2,5.4,5.3,9.2,0,5.3,3.9,1.0,No,Female,EEE,1,9.14
7.14,2,3,2,60.5,7.5,7.2,6.8,6.0,1,0.0,2.1,8.4,No,Male,CSM (AI/ML),1,12.51
8.14,1,1,1,73.5,5.0,3.4,4.2,3.1,0,4.1,3.1,4.9,No,Male,CSM (AI/ML),0,0.0
8.02,0,0,2,48.7,8.5,2.5,8.0,7.6,0,7.4,3.7,4.2,Yes,Male,EEE,0,0.0
6.46,0,1,0,67.9,6.7,8.7,5.7,4.9,2,7.4,4.6,2.1,Yes,Male,CSM (AI/ML),0,0.0
8.49,2,0,2,44.6,4.4,3.7,4.3,6.4,0,4.0,3.9,5.6,Yes,Female,CSM (AI/ML),0,0.0
6.86,1,1,0,60.0,5.9,3.0,5.0,8.3,1,5.8,5.2,5.9,No,Female,MECH,0,0.0
8.21,0,0,2,79.2,4.0,5.2,5.9,5.9,0,5.1,3.3,8.5,Yes,Male,CSM (AI/ML),1,5.8
7.77,0,2,2,75.0,6.3,5.7,5.0,6.0,3,6.9,4.0,6.1,No,Female,EEE,1,6.68
9.24,0,3,1,71.1,5.6,4.9,7.5,7.6,0,9.9,4.4,4.5,No,Female,CIVIL,1,9.87
7.18,0,2,0,68.7,4.8,5.4,6.0,8.3,1,6.9,5.4,6.1,Yes,Female,EEE,0,0.0
7.05,3,6,0,50.2,3.4,3.1,7.8,6.1,0,4.2,6.8,7.8,No,Female,ECE,1,5.96
7.38,1,5,2,64.3,4.9,7.2,6.0,9.1,0,5.3,6.8,7.2,Yes,Female,CSE,1,9.64
7.1,0,1,2,74.5,5.9,2.9,7.5,3.9,2,8.3,5.5,6.6,Yes,Male,EEE,0,0.0
8.2,2,2,4,58.1,5.6,5.8,6.4,5.0,0,2.7,5.9,5.8,Yes,Male,IT,1,10.72
5.78,1,2,1,58.7,3.9,6.2,6.0,5.6,2,4.3,5.7,3.9,Yes,Male,MECH,0,0.0
6.35,2,2,2,54.5,6.2,7.0,4.8,7.8,0,6.9,4.3,2.8,No,Female,EEE,1,9.42
6.33,0,3,2,57.4,4.6,6.2,6.5,6.6,0,8.1,6.9,2.5,No,Male,ECE,1,5.42
8.35,1,2,0,49.6,7.7,3.7,7.5,5.4,2,6.7,3.1,6.1,Yes,Male,CSE,0,0.0
9.11,1,0,2,62.4,7.9,5.0,5.4,4.7,0,4.3,0.7,6.3,No,Female,EEE,0,0.0
7.3,4,3,0,56.9,5.8,4.5,6.4,4.2,0,6.6,2.8,7.7,No,Female,CSE,0,0.0
7.23,1,6,1,38.4,8.7,2.8,5.6,7.0,0,6.3,7.9,6.5,Yes,Female,CIVIL,1,7.8
7.47,1,1,0,100.0,6.0,6.6,9.3,5.8,0,6.2,4.4,7.6,No,Male,CSM (AI/ML),1,8.5
8.56,1,3,3,45.4,4.1,4.4,6.9,7.7,1,5.3,5.6,4.9,Yes,Male,CSM (AI/ML),0,0.0
6.47,1,1,2,59.8,8.1,6.1,6.5,4.3,0,5.6,4.4,7.0,No,Male,CSE,1,10.83
7.64,0,2,4,63.0,8.8,5.6,5.7,6.9,0,3.7,6.2,2.9,No,Female,ECE,1,10.78
8.38,1,2,2,53.4,7.8,3.6,7.7,6.2,2,10.0,5.1,5.1,Yes,Male,EEE,0,0.0
7.9,0,1,1,60.6,5.0,3.5,6.4,5.4,0,5.8,4.9,1.0,Yes,Male,CSM (AI/ML),0,0.0
7.59,0,1,0,48.9,4.2,5.2,6.3,5.5,1,6.6,6.3,5.3,No,Female,EEE,0,0.0
8.4,1,3,0,73.6,5.6,3.3,6.3,6.4,0,5.1,4.0,8.0,No,Male,EEE,1,6.27
4.7,2,3,1,61.6,10.0,7.7,4.7,6.3,1,7.2,5.8,5.4,Yes,Female,CSM (AI/ML),0,0.0
8.08,1,2,1,73.5,4.3,8.4,8.6,5.1,1,2.9,4.6,6.9,Yes,Female,CSM (AI/ML),1,11.03
6.75,1,2,1,85.5,7.5,7.3,7.8,7.0,0,2.0,4.8,5.8,Yes,Female,CIVIL,1,9.21
5.57,0,2,4,57.5,6.1,6.5,6.4,8.0,0,5.4,3.3,3.9,Yes,Female,CSE,0,0.0
7.91,2,0,0,74.4,7.7,5.9,6.2,6.0,0,9.6,4.5,4.8,Yes,Male,EEE,1,11.55
8.77,0,3,2,86.6,4.2,3.8,5.1,7.1,0,7.9,3.9,7.9,Yes,Male,CSM (AI/ML),1,5.13
7.26,3,3,2,60.0,5.8,7.4,4.2,6.1,1,3.9,7.4,6.8,Yes,Male,EEE,1,10.81
8.35,3,2,0,73.1,4.8,8.4,5.1,9.7,0,6.5,1.5,3.8,Yes,Male,ECE,1,12.58
9.01,1,1,1,54.6,4.9,5.2,8.1,6.3,2,4.2,6.9,2.0,No,Female,CSE,0,0.0
8.71,0,2,1,81.2,7.4,5.7,5.8,7.3,1,6.4,1.3,5.7,Yes,Female,IT,1,8.56
9.04,1,5,0,54.0,4.4,4.3,8.0,7.9,0,6.5,6.1,3.9,Yes,Female,CSE,0,0.0
8.14,1,1,1,73.2,6.7,5.2,6.4,5.4,0,7.4,3.2,4.8,Yes,Male,CSE,1,9.93
7.48,3,1,2,77.9,6.3,3.4,5.1,7.3,1,2.4,6.2,1.9,No,Female,CSM (AI/ML),1,8.52
5.8,1,2,1,43.1,4.7,5.3,5.3,7.5,0,3.0,4.7,7.6,Yes,Female,IT,0,0.0
7.15,0,2,2,51.3,5.0,6.6,6.8,6.9,0,5.3,2.0,5.0,Yes,Male,CSM (AI/ML),0,0.0
6.56,2,1,3,50.7,6.7,6.4,4.0,7.4,0,3.4,7.9,5.3,No,Male,ECE,0,0.0
9.57,0,5,0,79.3,6.2,6.3,5.2,5.4,0,3.3,6.6,3.3,No,Male,ECE,1,8.42
7.22,0,0,3,43.2,6.3,1.2,5.7,9.3,0,6.0,6.1,4.6,No,Male,CSM (AI/ML),0,0.0
7.52,1,1,0,67.2,5.8,5.9,7.6,2.9,0,3.7,3.7,5.5,Yes,Male,EEE,0,0.0
7.95,1,2,2,73.6,5.7,7.0,6.8,5.1,0,10.0,6.7,3.8,Yes,Female,ECE,1,9.62
7.44,1,4,0,64.7,6.2,5.8,6.7,4.4,0,4.4,2.3,4.7,Yes,Female,ECE,1,6.83
9.1,0,2,2,82.4,8.5,8.0,7.1,8.7,1,5.0,0.3,8.4,Yes,Female,CSE,1,12.14
6.78,3,2,2,31.2,7.0,5.6,8.0,6.1,0,6.1,1.7,1.2,Yes,Male,IT,1,8.32
7.59,0,0,4,71.7,6.0,6.6,6.5,5.0,1,2.5,3.1,5.6,Yes,Female,CSE,0,0.0
6.66,1,2,3,59.1,4.5,3.9,4.8,5.5,0,6.5,3.4,3.4,Yes,Female,EEE,0,0.0
6.08,2,6,2,37.9,5.5,6.9,6.7,4.2,1,6.2,4.1,8.3,No,Male,CIVIL,0,0.0
6.79,2,3,0,44.7,4.7,7.3,5.1,7.2,0,4.8,4.2,4.8,No,Female,CSE,1,10.92
7.36,1,0,2,87.0,4.9,4.4,3.3,7.3,1,6.0,3.6,2.8,Yes,Female,CSE,1,3.98
6.97,1,3,3,72.1,3.2,3.1,6.7,6.7,0,6.4,0.6,4.7,No,Female,CSM (AI/ML),0,0.0
6.71,2,1,1,74.8,6.2,4.9,7.2,5.3,1,8.4,5.4,6.0,No,Male,MECH,0,0.0
5.99,0,1,1,77.3,9.5,3.9,6.9,8.4,1,10.0,4.4,10.0,Yes,Male,EEE,1,6.33
7.32,1,4,2,40.3,6.5,6.9,7.2,7.4,0,3.4,3.5,0.3,Yes,Male,MECH,0,0.0
5.9,2,3,1,65.9,7.4,4.9,8.1,3.9,0,2.9,7.9,2.4,Yes,Female,CSM (AI/ML),1,8.4
8.16,0,0,2,79.6,7.7,7.2,4.9,6.0,0,5.7,4.5,8.2,No,Female,IT,0,0.0
7.48,1,0,0,55.6,5.7,2.8,5.8,4.7,2,1.3,5.1,1.7,Yes,Male,CSM (AI/ML),0,0.0
5.94,1,1,0,83.8,5.8,4.2,4.5,8.4,1,6.8,6.7,5.2,Yes,Female,MECH,0,0.0
7.09,0,5,1,52.2,4.0,4.3,7.1,5.7,0,5.7,1.9,4.1,Yes,Male,CSM (AI/ML),0,0.0
6.65,3,1,0,64.0,6.5,6.3,8.2,4.4,1,6.2,5.0,3.7,No,Male,CSE,1,10.33
7.72,1,5,1,68.4,6.3,1.9,5.6,6.1,0,4.9,6.7,4.8,Yes,Female,CSM (AI/ML),0,0.0
8.74,1,0,0,74.1,4.8,5.3,7.5,8.5,1,6.0,4.8,4.4,Yes,Male,CSE,1,6.85
5.52,2,3,1,57.4,8.0,5.1,5.2,7.5,0,6.4,2.3,7.6,Yes,Male,CSE,0,0.0
7.52,3,5,2,78.2,5.0,6.5,7.4,5.6,1,5.9,4.0,8.3,Yes,Male,CSM (AI/ML),1,9.71
7.24,0,2,3,68.8,10.0,5.9,3.0,6.1,0,2.8,5.4,6.2,Yes,Male,CSE,0,0.0
8.07,1,5,1,35.8,6.8,4.0,8.7,7.7,0,5.8,0.6,4.7,Yes,Female,ECE,1,7.96
7.61,0,1,3,91.4,6.2,1.5,4.8,8.3,0,9.2,2.2,5.8,Yes,Female,CSE,1,4.0
6.65,0,3,0,46.7,9.3,4.3,6.7,4.1,0,6.0,9.1,7.1,Yes,Female,CSM (AI/ML),1,8.13
7.08,1,1,3,92.7,2.5,3.4,8.5,6.5,3,5.8,6.0,7.5,Yes,Male,IT,0,0.0
6.6,0,1,2,59.5,5.7,3.5,4.6,5.8,1,8.6,8.1,6.1,Yes,Female,CSM (AI/ML),0,0.0
8.48,0,1,0,56.5,5.5,4.4,9.0,5.6,0,4.0,6.8,8.7,Yes,Male,CSE,0,0.0
7.42,2,6,1,68.4,5.9,7.4,9.6,8.2,0,7.3,5.8,3.8,Yes,Male,CSM (AI/ML),1,12.61
